refrigerant,T_evap,T_cond,superheat,subcooling,COP,eta_exergy,w_comp_kJ,q_evap_kJ,pressure_ratio,ex_dest_comp,ex_dest_cond,ex_dest_evap,ex_dest_exp,ex_dest_total,transcritical
R600a,-30,55,7,3,0.9179,0.383,214.9421,197.2874,16.58,90.1,7.5285,-0.1773,35.1782,132.6295,0
R600a,-30,55,7,5,0.9423,0.3907,214.9421,202.5307,16.58,90.1,7.4697,-0.1773,33.5716,130.9641,0
R600a,-30,55,7,7,0.9665,0.3984,214.9421,207.7388,16.58,90.1,7.3816,-0.1773,32.0056,129.3099,0
R600a,-30,55,10,3,0.9263,0.3856,217.7689,201.719,16.58,90.4966,8.4762,-0.3608,35.1782,133.7902,0
R600a,-30,55,10,5,0.9504,0.3933,217.7689,206.9624,16.58,90.4966,8.4174,-0.3608,33.5716,132.1248,0
R600a,-30,55,10,7,0.9743,0.4009,217.7689,212.1704,16.58,90.4966,8.3293,-0.3608,32.0056,130.4707,0
R600a,-25,30,3,3,1.8096,0.4109,144.5295,261.5349,6.927,66.5487,4.4967,-0.032,14.1217,85.1351,0
R600a,-25,30,3,5,1.8433,0.4183,144.5295,266.407,6.927,66.5487,4.4326,-0.032,13.1237,84.0731,0
R600a,-25,30,3,7,1.8768,0.4256,144.5295,271.2526,6.927,66.5487,4.3364,-0.032,12.1637,83.0168,0
R600a,-25,30,5,3,1.8142,0.412,145.795,264.5076,6.927,66.7059,4.9928,-0.0886,14.1217,85.7318,0
R600a,-25,30,5,5,1.8477,0.4193,145.795,269.3797,6.927,66.7059,4.9287,-0.0886,13.1237,84.6697,0
R600a,-25,30,5,7,1.8809,0.4265,145.795,274.2253,6.927,66.7059,4.8325,-0.0886,12.1637,83.6135,0
R600a,-25,30,7,3,1.819,0.413,147.0561,267.4956,6.927,66.8592,5.5132,-0.1734,14.1217,86.3207,0
R600a,-25,30,7,5,1.8521,0.4202,147.0561,272.3677,6.927,66.8592,5.4491,-0.1734,13.1237,85.2587,0
R600a,-25,30,7,7,1.8851,0.4274,147.0561,277.2133,6.927,66.8592,5.3529,-0.1734,12.1637,84.2024,0
R600a,-25,30,10,3,1.8263,0.4146,148.9399,272.0069,6.927,67.0823,6.339,-0.3529,14.1217,87.1901,0
R600a,-25,30,10,5,1.859,0.4217,148.9399,276.879,6.927,67.0823,6.2749,-0.3529,13.1237,86.1281,0
R600a,-25,30,10,7,1.8915,0.4288,148.9399,281.7246,6.927,67.0823,6.1787,-0.3529,12.1637,85.0718,0
R600a,-25,35,3,3,1.6046,0.4078,155.3065,249.2069,7.955,70.3611,4.7397,-0.032,16.8975,91.9663,0
R600a,-25,35,3,5,1.6364,0.4153,155.3065,254.146,7.955,70.3611,4.6769,-0.032,15.8049,90.8109,0
R600a,-25,35,3,7,1.668,0.4227,155.3065,259.0572,7.955,70.3611,4.5825,-0.032,14.7503,89.6619,0
R600a,-25,35,5,3,1.6096,0.409,156.6732,252.1796,7.955,70.5378,5.2466,-0.0886,16.8975,92.5933,0
R600a,-25,35,5,5,1.6411,0.4164,156.6732,257.1186,7.955,70.5378,5.1838,-0.0886,15.8049,91.4378,0
R600a,-25,35,5,7,1.6725,0.4237,156.6732,262.0298,7.955,70.5378,5.0894,-0.0886,14.7503,90.2889,0
R600a,-25,35,7,3,1.6146,0.4102,158.0349,255.1676,7.955,70.7101,5.7775,-0.1734,16.8975,93.2117,0
R600a,-25,35,7,5,1.6459,0.4175,158.0349,260.1066,7.955,70.7101,5.7146,-0.1734,15.8049,92.0563,0
R600a,-25,35,7,7,1.677,0.4248,158.0349,265.0179,7.955,70.7101,5.6203,-0.1734,14.7503,90.9073,0
R600a,-25,35,10,3,1.6223,0.412,160.0685,259.6789,7.955,70.9609,6.6184,-0.3529,16.8975,94.124,0
R600a,-25,35,10,5,1.6532,0.4192,160.0685,264.6179,7.955,70.9609,6.5556,-0.3529,15.8049,92.9685,0
R600a,-25,35,10,7,1.6838,0.4264,160.0685,269.5291,7.955,70.9609,6.4612,-0.3529,14.7503,91.8196,0
R600a,-25,40,3,3,1.4284,0.4041,165.7134,236.7072,9.092,73.9195,4.9338,-0.032,19.9216,98.7429,0
R600a,-25,40,3,5,1.4586,0.4117,165.7134,241.7164,9.092,73.9195,4.8721,-0.032,18.734,97.4937,0
R600a,-25,40,3,7,1.4887,0.4192,165.7134,246.6962,9.092,73.9195,4.7794,-0.032,17.5847,96.2517,0
R600a,-25,40,5,3,1.4337,0.4054,167.1802,239.6798,9.092,74.1166,5.4485,-0.0886,19.9216,99.3981,0
R600a,-25,40,5,5,1.4636,0.4129,167.1802,244.689,9.092,74.1166,5.3868,-0.0886,18.734,98.1488,0
R600a,-25,40,5,7,1.4934,0.4203,167.1802,249.6689,9.092,74.1166,5.2942,-0.0886,17.5847,96.9069,0
R600a,-25,40,7,3,1.439,0.4068,168.6413,242.6679,9.092,74.3088,5.9871,-0.1734,19.9216,100.044,0
R600a,-25,40,7,5,1.4687,0.4142,168.6413,247.677,9.092,74.3088,5.9254,-0.1734,18.734,98.7948,0
R600a,-25,40,7,7,1.4982,0.4215,168.6413,252.6569,9.092,74.3088,5.8327,-0.1734,17.5847,97.5529,0
R600a,-25,40,10,3,1.447,0.4088,170.8229,247.1791,9.092,74.5884,6.839,-0.3529,19.9216,100.9961,0
R600a,-25,40,10,5,1.4763,0.4161,170.8229,252.1883,9.092,74.5884,6.7773,-0.3529,18.734,99.7468,0
R600a,-25,40,10,7,1.5055,0.4234,170.8229,257.1682,9.092,74.5884,6.6846,-0.3529,17.5847,98.5049,0
R600a,-25,45,3,3,1.2747,0.3998,175.7531,224.0283,10.345,77.2375,5.0807,-0.032,23.1955,105.4818,0
R600a,-25,45,3,5,1.3036,0.4075,175.7531,229.1113,10.345,77.2375,5.02,-0.032,21.9125,104.1381,0
R600a,-25,45,3,7,1.3323,0.4151,175.7531,234.1632,10.345,77.2375,4.929,-0.032,20.668,102.8026,0
R600a,-25,45,5,3,1.2802,0.4013,177.321,227.001,10.345,77.4573,5.601,-0.0886,23.1955,106.1652,0
R600a,-25,45,5,5,1.3088,0.4089,177.321,232.0839,10.345,77.4573,5.5404,-0.0886,21.9125,104.8215,0
R600a,-25,45,5,7,1.3373,0.4164,177.321,237.1359,10.345,77.4573,5.4494,-0.0886,20.668,103.486,0
R600a,-25,45,7,3,1.2857,0.4027,178.8807,229.989,10.345,77.6702,6.1446,-0.1734,23.1955,106.837,0
R600a,-25,45,7,5,1.3141,0.4103,178.8807,235.072,10.345,77.6702,6.084,-0.1734,21.9125,105.4933,0
R600a,-25,45,7,7,1.3424,0.4177,178.8807,240.1239,10.345,77.6702,5.993,-0.1734,20.668,104.1578,0
R600a,-25,45,10,3,1.2941,0.405,181.2089,234.5003,10.345,77.9799,7.0037,-0.3529,23.1955,107.8263,0
R600a,-25,45,10,5,1.3221,0.4124,181.2089,239.5832,10.345,77.9799,6.9431,-0.3529,21.9125,106.4826,0
R600a,-25,45,10,7,1.35,0.4197,181.2089,244.6351,10.345,77.9799,6.8521,-0.3529,20.668,105.1471,0
R600a,-25,50,3,3,1.1388,0.3949,185.4241,211.1623,11.722,80.3234,5.1826,-0.032,26.7215,112.1955,0
R600a,-25,50,3,5,1.1666,0.4027,185.4241,216.3231,11.722,80.3234,5.1229,-0.032,25.3421,110.7564,0
R600a,-25,50,3,7,1.1943,0.4104,185.4241,221.4509,11.722,80.3234,5.0334,-0.032,24.0017,109.3265,0
R600a,-25,50,5,3,1.1445,0.3965,187.1001,214.135,11.722,80.573,5.707,-0.0886,26.7215,112.9129,0
R600a,-25,50,5,5,1.1721,0.4042,187.1001,219.2957,11.722,80.573,5.6473,-0.0886,25.3421,111.4738,0
R600a,-25,50,5,7,1.1995,0.4118,187.1001,224.4235,11.722,80.573,5.5578,-0.0886,24.0017,110.0439,0
R600a,-25,50,7,3,1.1503,0.3981,188.7578,217.123,11.722,80.8075,6.2535,-0.1734,26.7215,113.6091,0
R600a,-25,50,7,5,1.1776,0.4057,188.7578,222.2838,11.722,80.8075,6.1938,-0.1734,25.3421,112.17,0
R600a,-25,50,7,7,1.2048,0.4133,188.7578,227.4116,11.722,80.8075,6.1043,-0.1734,24.0017,110.7401,0
R600a,-25,50,10,3,1.159,0.4006,191.2317,221.6342,11.722,81.1486,7.1164,-0.3529,26.7215,114.6336,0
R600a,-25,50,10,5,1.186,0.4081,191.2317,226.795,11.722,81.1486,7.0567,-0.3529,25.3421,113.1945,0
R600a,-25,50,10,7,1.2128,0.4156,191.2317,231.9228,11.722,81.1486,6.9672,-0.3529,24.0017,111.7646,0
R600a,-25,55,3,3,1.0173,0.3894,194.7291,198.1001,13.23,83.1876,5.2426,-0.032,30.5024,118.9006,0
R600a,-25,55,3,5,1.0442,0.3973,194.7291,203.3434,13.23,83.1876,5.1838,-0.032,29.0253,117.3648,0
R600a,-25,55,3,7,1.071,0.4051,194.7291,208.5514,13.23,83.1876,5.0957,-0.032,27.5879,115.8393,0
R600a,-25,55,5,3,1.0232,0.3911,196.5211,201.0727,13.23,83.4744,5.7699,-0.0886,30.5024,119.6581,0
R600a,-25,55,5,5,1.0498,0.3989,196.5211,206.316,13.23,83.4744,5.7111,-0.0886,29.0253,118.1222,0
R600a,-25,55,5,7,1.0763,0.4067,196.5211,211.5241,13.23,83.4744,5.623,-0.0886,27.5879,116.5967,0
R600a,-25,55,7,3,1.0292,0.3929,198.277,204.0608,13.23,83.732,6.3172,-0.1734,30.5024,120.3783,0
R600a,-25,55,7,5,1.0556,0.4006,198.277,209.3041,13.23,83.732,6.2585,-0.1734,29.0253,118.8424,0
R600a,-25,55,7,7,1.0819,0.4083,198.277,214.5121,13.23,83.732,6.1703,-0.1734,27.5879,117.3169,0
R600a,-25,55,10,3,1.0382,0.3955,200.896,208.572,13.23,84.106,7.181,-0.3529,30.5024,121.4364,0
R600a,-25,55,10,5,1.0643,0.4032,200.896,213.8153,13.23,84.106,7.1222,-0.3529,29.0253,119.9006,0
R600a,-25,55,10,7,1.0902,0.4108,200.896,219.0234,13.23,84.106,7.034,-0.3529,27.5879,118.3751,0
R600a,-20,30,3,3,2.0796,0.4205,128.9876,268.2384,5.584,59.8604,3.5373,-0.0313,11.3873,74.7538,0
R600a,-20,30,3,5,2.1173,0.4278,128.9876,273.1105,5.584,59.8604,3.4733,-0.0313,10.505,73.8074,0
R600a,-20,30,3,7,2.1549,0.4351,128.9876,277.9561,5.584,59.8604,3.377,-0.0313,9.6599,72.8661,0
R600a,-20,30,5,3,2.0847,0.4215,130.12,271.2661,5.584,60.0028,3.976,-0.0867,11.3873,75.2794,0
R600a,-20,30,5,5,2.1222,0.4287,130.12,276.1382,5.584,60.0028,3.912,-0.0867,10.505,74.333,0
R600a,-20,30,5,7,2.1594,0.436,130.12,280.9838,5.584,60.0028,3.8157,-0.0867,9.6599,73.3917,0
R600a,-20,30,7,3,2.09,0.4225,131.2482,274.3089,5.584,60.1415,4.4388,-0.1697,11.3873,75.7979,0
R600a,-20,30,7,5,2.1271,0.4297,131.2482,279.181,5.584,60.1415,4.3748,-0.1697,10.505,74.8515,0
R600a,-20,30,7,7,2.164,0.4369,131.2482,284.0266,5.584,60.1415,4.2785,-0.1697,9.6599,73.9102,0
R600a,-20,30,10,3,2.0981,0.424,132.9331,278.902,5.584,60.3431,5.1779,-0.3454,11.3873,76.5628,0
R600a,-20,30,10,5,2.1347,0.4312,132.9331,283.7741,5.584,60.3431,5.1138,-0.3454,10.505,75.6164,0
R600a,-20,30,10,7,2.1712,0.4383,132.9331,288.6197,5.584,60.3431,5.0176,-0.3454,9.6599,74.6751,0
R600a,-20,35,3,3,1.8314,0.4174,139.7344,255.9104,6.413,63.7891,3.776,-0.0313,13.8706,81.4043,0
R600a,-20,35,3,5,1.8668,0.4249,139.7344,260.8495,6.413,63.7891,3.7131,-0.0313,12.8952,80.3661,0
R600a,-20,35,3,7,1.9019,0.4323,139.7344,265.7607,6.413,63.7891,3.6188,-0.0313,11.9571,79.3337,0
R600a,-20,35,5,3,1.8369,0.4186,140.9679,258.9381,6.413,63.9508,4.2268,-0.0867,13.8706,81.9614,0
R600a,-20,35,5,5,1.8719,0.4259,140.9679,263.8771,6.413,63.9508,4.164,-0.0867,12.8952,80.9232,0
R600a,-20,35,5,7,1.9067,0.4333,140.9679,268.7883,6.413,63.9508,4.0696,-0.0867,11.9571,79.8908,0
R600a,-20,35,7,3,1.8424,0.4197,142.1967,261.9809,6.413,64.1084,4.7015,-0.1697,13.8706,82.5107,0
R600a,-20,35,7,5,1.8771,0.427,142.1967,266.9199,6.413,64.1084,4.6386,-0.1697,12.8952,81.4724,0
R600a,-20,35,7,7,1.9117,0.4343,142.1967,271.8312,6.413,64.1084,4.5443,-0.1697,11.9571,80.44,0
R600a,-20,35,10,3,1.8508,0.4215,144.0314,266.5741,6.413,64.3373,5.4578,-0.3454,13.8706,83.3203,0
R600a,-20,35,10,5,1.8851,0.4287,144.0314,271.5131,6.413,64.3373,5.395,-0.3454,12.8952,82.282,0
R600a,-20,35,10,7,1.9192,0.4359,144.0314,276.4243,6.413,64.3373,5.3006,-0.3454,11.9571,81.2496,0
R600a,-20,40,3,3,1.6215,0.4138,150.1108,243.4107,7.329,67.4543,3.9712,-0.0313,16.598,87.9922,0
R600a,-20,40,3,5,1.6549,0.4213,150.1108,248.4199,7.329,67.4543,3.9095,-0.0313,15.5293,86.8619,0
R600a,-20,40,3,7,1.6881,0.4288,150.1108,253.3998,7.329,67.4543,3.8169,-0.0313,14.4982,85.7381,0
R600a,-20,40,5,3,1.6272,0.4151,151.4451,246.4383,7.329,67.6368,4.4313,-0.0867,16.598,88.5794,0
R600a,-20,40,5,5,1.6603,0.4226,151.4451,251.4475,7.329,67.6368,4.3696,-0.0867,15.5293,87.449,0
R600a,-20,40,5,7,1.6932,0.43,151.4451,256.4274,7.329,67.6368,4.277,-0.0867,14.4982,86.3253,0
R600a,-20,40,7,3,1.633,0.4164,152.7733,249.4812,7.329,67.8141,4.915,-0.1697,16.598,89.1573,0
R600a,-20,40,7,5,1.6658,0.4238,152.7733,254.4903,7.329,67.8141,4.8532,-0.1697,15.5293,88.027,0
R600a,-20,40,7,7,1.6984,0.4312,152.7733,259.4702,7.329,67.8141,4.7606,-0.1697,14.4982,86.9032,0
R600a,-20,40,10,3,1.6418,0.4184,154.7559,254.0743,7.329,68.0717,5.6842,-0.3454,16.598,90.0085,0
R600a,-20,40,10,5,1.6741,0.4257,154.7559,259.0835,7.329,68.0717,5.6225,-0.3454,15.5293,88.8781,0
R600a,-20,40,10,7,1.7063,0.4329,154.7559,264.0634,7.329,68.0717,5.5299,-0.3454,14.4982,87.7544,0
R600a,-20,45,3,3,1.441,0.4096,160.1159,230.7319,8.34,70.8674,4.1237,-0.0313,19.5711,94.5309,0
R600a,-20,45,3,5,1.4728,0.4172,160.1159,235.8148,8.34,70.8674,4.063,-0.0313,18.4087,93.3078,0
R600a,-20,45,3,7,1.5043,0.4248,160.1159,240.8667,8.34,70.8674,3.972,-0.0313,17.284,92.0922,0
R600a,-20,45,5,3,1.4469,0.411,161.5563,233.7595,8.34,71.0768,4.5911,-0.0867,19.5711,95.1522,0
R600a,-20,45,5,5,1.4784,0.4186,161.5563,238.8424,8.34,71.0768,4.5305,-0.0867,18.4087,93.9292,0
R600a,-20,45,5,7,1.5097,0.4261,161.5563,243.8944,8.34,71.0768,4.4395,-0.0867,17.284,92.7136,0
R600a,-20,45,7,3,1.4529,0.4125,162.9831,236.8023,8.34,71.2747,5.0811,-0.1697,19.5711,95.7572,0
R600a,-20,45,7,5,1.4841,0.42,162.9831,241.8853,8.34,71.2747,5.0205,-0.1697,18.4087,94.5341,0
R600a,-20,45,7,7,1.5151,0.4274,162.9831,246.9372,8.34,71.2747,4.9295,-0.1697,17.284,93.3185,0
R600a,-20,45,10,3,1.462,0.4147,165.1123,241.3955,8.34,71.5622,5.8595,-0.3454,19.5711,96.6473,0
R600a,-20,45,10,5,1.4928,0.4221,165.1123,246.4784,8.34,71.5622,5.7989,-0.3454,18.4087,95.4242,0
R600a,-20,45,10,7,1.5234,0.4294,165.1123,251.5303,8.34,71.5622,5.7078,-0.3454,17.284,94.2086,0
R600a,-20,50,3,3,1.2834,0.4048,169.7518,217.8658,9.45,74.0408,4.2353,-0.0313,22.7917,101.0365,0
R600a,-20,50,3,5,1.3138,0.4126,169.7518,223.0266,9.45,74.0408,4.1756,-0.0313,21.5348,99.7198,0
R600a,-20,50,3,7,1.344,0.4203,169.7518,228.1544,9.45,74.0408,4.0861,-0.0313,20.3161,98.4116,0
R600a,-20,50,5,3,1.2895,0.4063,171.3059,220.8934,9.45,74.2845,4.7085,-0.0867,22.7917,101.698,0
R600a,-20,50,5,5,1.3196,0.414,171.3059,226.0542,9.45,74.2845,4.6488,-0.0867,21.5348,100.3813,0
R600a,-20,50,5,7,1.3495,0.4217,171.3059,231.182,9.45,74.2845,4.5593,-0.0867,20.3161,99.0731,0
R600a,-20,50,7,3,1.2957,0.4079,172.8308,223.9363,9.45,74.504,5.2025,-0.1697,22.7917,102.3285,0
R600a,-20,50,7,5,1.3256,0.4155,172.8308,229.0971,9.45,74.504,5.1429,-0.1697,21.5348,101.0119,0
R600a,-20,50,7,7,1.3552,0.4231,172.8308,234.2249,9.45,74.504,5.0534,-0.1697,20.3161,99.7037,0
R600a,-20,50,10,3,1.3051,0.4103,175.1057,228.5294,9.45,74.8228,5.9865,-0.3454,22.7917,103.2556,0
R600a,-20,50,10,5,1.3346,0.4178,175.1057,233.6902,9.45,74.8228,5.9269,-0.3454,21.5348,101.939,0
R600a,-20,50,10,7,1.3639,0.4253,175.1057,238.818,9.45,74.8228,5.8374,-0.3454,20.3161,100.6308,0
R600a,-20,55,3,3,1.144,0.3994,179.0218,204.8036,10.665,76.986,4.3085,-0.0313,26.2626,107.5259,0
R600a,-20,55,3,5,1.1733,0.4073,179.0218,210.0469,10.665,76.986,4.2497,-0.0313,24.91,106.1145,0
R600a,-20,55,3,7,1.2024,0.4151,179.0218,215.2549,10.665,76.986,4.1616,-0.0313,23.5962,104.7126,0
R600a,-20,55,5,3,1.1502,0.401,180.6937,207.8312,10.665,77.2683,4.7858,-0.0867,26.2626,108.23,0
R600a,-20,55,5,5,1.1792,0.4088,180.6937,213.0745,10.665,77.2683,4.727,-0.0867,24.91,106.8186,0
R600a,-20,55,5,7,1.208,0.4166,180.6937,218.2826,10.665,77.2683,4.6389,-0.0867,23.5962,105.4166,0
R600a,-20,55,7,3,1.1566,0.4028,182.3207,210.874,10.665,77.514,5.2823,-0.1697,26.2626,108.8892,0
R600a,-20,55,7,5,1.1854,0.4105,182.3207,216.1174,10.665,77.514,5.2235,-0.1697,24.91,107.4778,0
R600a,-20,55,7,7,1.2139,0.4182,182.3207,221.3254,10.665,77.514,5.1353,-0.1697,23.5962,106.0758,0
R600a,-20,55,10,3,1.1663,0.4054,184.7408,215.4672,10.665,77.8656,6.0688,-0.3454,26.2626,109.8516,0
R600a,-20,55,10,5,1.1947,0.413,184.7408,220.7105,10.665,77.8656,6.01,-0.3454,24.91,108.4402,0
R600a,-20,55,10,7,1.2229,0.4206,184.7408,225.9185,10.665,77.8656,5.9219,-0.3454,23.5962,107.0383,0
R600a,-15,30,3,3,2.4112,0.4299,114.0399,274.9742,4.545,53.3051,2.7399,-0.0307,9.0025,65.0168,0
R600a,-15,30,3,5,2.4539,0.4372,114.0399,279.8463,4.545,53.3051,2.6758,-0.0307,8.2313,64.1815,0
R600a,-15,30,3,7,2.4964,0.4445,114.0399,284.6919,4.545,53.3051,2.5795,-0.0307,7.4967,63.3508,0
R600a,-15,30,5,3,2.417,0.4309,115.0443,278.0585,4.545,53.433,3.1254,-0.085,9.0025,65.4759,0
R600a,-15,30,5,5,2.4593,0.4381,115.0443,282.9306,4.545,53.433,3.0613,-0.085,8.2313,64.6406,0
R600a,-15,30,5,7,2.5014,0.4453,115.0443,287.7762,4.545,53.433,2.9651,-0.085,7.4967,63.8099,0
R600a,-15,30,7,3,2.4228,0.4319,116.0449,281.1577,4.545,53.5575,3.5349,-0.1663,9.0025,65.9286,0
R600a,-15,30,7,5,2.4648,0.4391,116.0449,286.0298,4.545,53.5575,3.4708,-0.1663,8.2313,65.0933,0
R600a,-15,30,7,7,2.5066,0.4462,116.0449,290.8754,4.545,53.5575,3.3746,-0.1663,7.4967,64.2626,0
R600a,-15,30,10,3,2.4318,0.4334,117.5387,285.8351,4.545,53.7382,4.1937,-0.3385,9.0025,66.5959,0
R600a,-15,30,10,5,2.4733,0.4405,117.5387,290.7072,4.545,53.7382,4.1297,-0.3385,8.2313,65.7606,0
R600a,-15,30,10,7,2.5145,0.4476,117.5387,295.5528,4.545,53.7382,4.0334,-0.3385,7.4967,64.9299,0
R600a,-15,35,3,3,2.1051,0.427,124.7658,262.6462,5.219,57.3527,2.9705,-0.0307,11.2045,71.4969,0
R600a,-15,35,3,5,2.1447,0.4344,124.7658,267.5852,5.219,57.3527,2.9076,-0.0307,10.3417,70.5714,0
R600a,-15,35,3,7,2.1841,0.4417,124.7658,272.4965,5.219,57.3527,2.8132,-0.0307,9.5157,69.651,0
R600a,-15,35,5,3,2.1111,0.4281,125.8714,265.7305,5.219,57.4997,3.3695,-0.085,11.2045,71.9887,0
R600a,-15,35,5,5,2.1504,0.4354,125.8714,270.6695,5.219,57.4997,3.3067,-0.085,10.3417,71.0631,0
R600a,-15,35,5,7,2.1894,0.4427,125.8714,275.5807,5.219,57.4997,3.2123,-0.085,9.5157,70.1427,0
R600a,-15,35,7,3,2.1172,0.4292,126.9725,268.8298,5.219,57.6428,3.7922,-0.1663,11.2045,72.4732,0
R600a,-15,35,7,5,2.1561,0.4365,126.9725,273.7688,5.219,57.6428,3.7294,-0.1663,10.3417,71.5476,0
R600a,-15,35,7,7,2.1948,0.4438,126.9725,278.68,5.219,57.6428,3.635,-0.1663,9.5157,70.6273,0
R600a,-15,35,10,3,2.1265,0.431,128.6161,273.5071,5.219,57.8506,4.4704,-0.3385,11.2045,73.1869,0
R600a,-15,35,10,5,2.1649,0.4382,128.6161,278.4461,5.219,57.8506,4.4075,-0.3385,10.3417,72.2613,0
R600a,-15,35,10,7,2.2031,0.4453,128.6161,283.3574,5.219,57.8506,4.3132,-0.3385,9.5157,71.341,0
R600a,-15,40,3,3,1.8513,0.4234,135.119,250.1465,5.965,61.1256,3.1631,-0.0307,13.6468,77.9048,0
R600a,-15,40,3,5,1.8884,0.431,135.119,255.1556,5.965,61.1256,3.1014,-0.0307,12.6924,76.8887,0
R600a,-15,40,3,7,1.9252,0.4384,135.119,260.1355,5.965,61.1256,3.0088,-0.0307,11.7748,75.8785,0
R600a,-15,40,5,3,1.8575,0.4247,136.3279,253.2308,5.965,61.2954,3.573,-0.085,13.6468,78.4301,0
R600a,-15,40,5,5,1.8943,0.4321,136.3279,258.2399,5.965,61.2954,3.5113,-0.085,12.6924,77.414,0
R600a,-15,40,5,7,1.9308,0.4396,136.3279,263.2198,5.965,61.2954,3.4186,-0.085,11.7748,76.4038,0
R600a,-15,40,7,3,1.8638,0.426,137.5284,256.33,5.965,61.458,4.0059,-0.1663,13.6468,78.9444,0
R600a,-15,40,7,5,1.9003,0.4334,137.5284,261.3392,5.965,61.458,3.9442,-0.1663,12.6924,77.9283,0
R600a,-15,40,7,7,1.9365,0.4407,137.5284,266.3191,5.965,61.458,3.8516,-0.1663,11.7748,76.9182,0
R600a,-15,40,10,3,1.8734,0.4279,139.3199,261.0074,5.965,61.6941,4.699,-0.3385,13.6468,79.7014,0
R600a,-15,40,10,5,1.9094,0.4352,139.3199,266.0165,5.965,61.6941,4.6373,-0.3385,12.6924,78.6852,0
R600a,-15,40,10,7,1.9451,0.4425,139.3199,270.9964,5.965,61.6941,4.5446,-0.3385,11.7748,77.6751,0
R600a,-15,45,3,3,1.6366,0.4193,145.0998,237.4676,6.787,64.6373,3.3178,-0.0307,16.3306,84.255,0
R600a,-15,45,3,5,1.6716,0.427,145.0998,242.5506,6.787,64.6373,3.2571,-0.0307,15.2841,83.1479,0
R600a,-15,45,3,7,1.7064,0.4345,145.0998,247.6025,6.787,64.6373,3.1661,-0.0307,14.2748,82.0475,0
R600a,-15,45,5,3,1.6429,0.4207,146.4186,240.5519,6.787,64.837,3.7365,-0.085,16.3306,84.8191,0
R600a,-15,45,5,5,1.6776,0.4283,146.4186,245.6348,6.787,64.837,3.6758,-0.085,15.2841,83.712,0
R600a,-15,45,5,7,1.7121,0.4358,146.4186,250.6868,6.787,64.837,3.5848,-0.085,14.2748,82.6116,0
R600a,-15,45,7,3,1.6494,0.4221,147.7177,243.6512,6.787,65.0201,4.177,-0.1663,16.3306,85.3615,0
R600a,-15,45,7,5,1.6838,0.4296,147.7177,248.7341,6.787,65.0201,4.1164,-0.1663,15.2841,84.2543,0
R600a,-15,45,7,7,1.718,0.4371,147.7177,253.786,6.787,65.0201,4.0254,-0.1663,14.2748,83.154,0
R600a,-15,45,10,3,1.6593,0.4243,149.6558,248.3285,6.787,65.2859,4.881,-0.3385,16.3306,86.159,0
R600a,-15,45,10,5,1.6933,0.4317,149.6558,253.4115,6.787,65.2859,4.8204,-0.3385,15.2841,85.0519,0
R600a,-15,45,10,7,1.7271,0.439,149.6558,258.4634,6.787,65.2859,4.7294,-0.3385,14.2748,83.9515,0
R600a,-15,50,3,3,1.4517,0.4146,154.7114,224.6016,7.691,67.9019,3.4357,-0.0307,19.2578,90.5648,0
R600a,-15,50,3,5,1.4851,0.4224,154.7114,229.7624,7.691,67.9019,3.3761,-0.0307,18.1186,89.3659,0
R600a,-15,50,3,7,1.5182,0.4301,154.7114,234.8902,7.691,67.9019,3.2866,-0.0307,17.0168,88.1746,0
R600a,-15,50,5,3,1.4582,0.4161,156.1468,227.6859,7.691,68.1383,3.8615,-0.085,19.2578,91.1726,0
R600a,-15,50,5,5,1.4912,0.4238,156.1468,232.8466,7.691,68.1383,3.8018,-0.085,18.1186,89.9737,0
R600a,-15,50,5,7,1.524,0.4314,156.1468,237.9745,7.691,68.1383,3.7123,-0.085,17.0168,88.7824,0
R600a,-15,50,7,3,1.4649,0.4177,157.545,230.7851,7.691,68.3437,4.3074,-0.1663,19.2578,91.7426,0
R600a,-15,50,7,5,1.4976,0.4253,157.545,235.9459,7.691,68.3437,4.2477,-0.1663,18.1186,90.5437,0
R600a,-15,50,7,7,1.5302,0.4328,157.545,241.0737,7.691,68.3437,4.1582,-0.1663,17.0168,89.3524,0
R600a,-15,50,10,3,1.4751,0.42,159.6289,235.4625,7.691,68.6406,5.0187,-0.3385,19.2578,92.5786,0
R600a,-15,50,10,5,1.5074,0.4275,159.6289,240.6233,7.691,68.6406,4.9591,-0.3385,18.1186,91.3797,0
R600a,-15,50,10,7,1.5395,0.435,159.6289,245.7511,7.691,68.6406,4.8695,-0.3385,17.0168,90.1885,0
R600a,-15,55,3,3,1.2902,0.4093,163.9571,211.5393,8.68,70.932,3.5189,-0.0307,22.4307,96.8509,0
R600a,-15,55,3,5,1.3222,0.4172,163.9571,216.7827,8.68,70.932,3.4601,-0.0307,21.1977,95.5591,0
R600a,-15,55,3,7,1.354,0.425,163.9571,221.9907,8.68,70.932,3.3719,-0.0307,20.0027,94.276,0
R600a,-15,55,5,3,1.2967,0.4109,165.5102,214.6236,8.68,71.2068,3.9496,-0.085,22.4307,97.5021,0
R600a,-15,55,5,5,1.3284,0.4187,165.5102,219.8669,8.68,71.2068,3.8908,-0.085,21.1977,96.2103,0
R600a,-15,55,5,7,1.3599,0.4265,165.5102,225.075,8.68,71.2068,3.8027,-0.085,20.0027,94.9272,0
R600a,-15,55,7,3,1.3036,0.4126,167.0146,217.7229,8.68,71.4416,4.3994,-0.1663,22.4307,98.1054,0
